geo,TIME_PERIOD,OBS_VALUE,OBS_VALUE_IM,
DE,2012,240001,592175
DE,2013,259328,692713
DE,2014,324221,884893
DE,2015,338403,1571047
DE,2016,533762,1029852
DE,2017,560700,917109
DE,2018,540415,893886
DE,2019,576319,886341
DE,2020,488138,728606
DE,2021,543162,874367
